date,map_name,game_win,ban_a_us,ban_a_op,ban_d_us,ban_d_op,gtype,nrounds,score_us,score_op,round_1_site,round_1_side,round_1_win,round_1_rtype,round_1_endcondition,round_1_date,ema_round_1_opperator,ema_round_1_kills,ema_round_1_assists,ema_round_1_survived,ema_round_1_entryfrag,ema_round_1_diffuser,ema_round_1_cluth,mihnea_round_1_opperator,mihnea_round_1_kills,mihnea_round_1_assists,mihnea_round_1_survived,mihnea_round_1_entryfrag,mihnea_round_1_diffuser,mihnea_round_1_cluth,round_2_site,round_2_side,round_2_win,round_2_rtype,round_2_endcondition,round_2_date,ema_round_2_opperator,ema_round_2_kills,ema_round_2_assists,ema_round_2_survived,ema_round_2_entryfrag,ema_round_2_diffuser,ema_round_2_cluth,mihnea_round_2_opperator,mihnea_round_2_kills,mihnea_round_2_assists,mihnea_round_2_survived,mihnea_round_2_entryfrag,mihnea_round_2_diffuser,mihnea_round_2_cluth,round_3_site,round_3_side,round_3_win,round_3_rtype,round_3_endcondition,round_3_date,ema_round_3_opperator,ema_round_3_kills,ema_round_3_assists,ema_round_3_survived,ema_round_3_entryfrag,ema_round_3_diffuser,ema_round_3_cluth,mihnea_round_3_opperator,mihnea_round_3_kills,mihnea_round_3_assists,mihnea_round_3_survived,mihnea_round_3_entryfrag,mihnea_round_3_diffuser,mihnea_round_3_cluth,round_4_site,round_4_side,round_4_win,round_4_rtype,round_4_endcondition,round_4_date,ema_round_4_opperator,ema_round_4_kills,ema_round_4_assists,ema_round_4_survived,ema_round_4_entryfrag,ema_round_4_diffuser,ema_round_4_cluth,mihnea_round_4_opperator,mihnea_round_4_kills,mihnea_round_4_assists,mihnea_round_4_survived,mihnea_round_4_entryfrag,mihnea_round_4_diffuser,mihnea_round_4_cluth,round_5_site,round_5_side,round_5_win,round_5_rtype,round_5_endcondition,round_5_date,ema_round_5_opperator,ema_round_5_kills,ema_round_5_assists,ema_round_5_survived,ema_round_5_entryfrag,ema_round_5_diffuser,ema_round_5_cluth,mihnea_round_5_opperator,mihnea_round_5_kills,mihnea_round_5_assists,mihnea_round_5_survived,mihnea_round_5_entryfrag,mihnea_round_5_diffuser,mihnea_round_5_cluth,round_6_site,round_6_side,round_6_win,round_6_rtype,round_6_endcondition,round_6_date,ema_round_6_opperator,ema_round_6_kills,ema_round_6_assists,ema_round_6_survived,ema_round_6_entryfrag,ema_round_6_diffuser,ema_round_6_cluth,mihnea_round_6_opperator,mihnea_round_6_kills,mihnea_round_6_assists,mihnea_round_6_survived,mihnea_round_6_entryfrag,mihnea_round_6_diffuser,mihnea_round_6_cluth,round_7_site,round_7_side,round_7_win,round_7_rtype,round_7_endcondition,round_7_date,ema_round_7_opperator,ema_round_7_kills,ema_round_7_assists,ema_round_7_survived,ema_round_7_entryfrag,ema_round_7_diffuser,ema_round_7_cluth,mihnea_round_7_opperator,mihnea_round_7_kills,mihnea_round_7_assists,mihnea_round_7_survived,mihnea_round_7_entryfrag,mihnea_round_7_diffuser,mihnea_round_7_cluth,round_8_site,round_8_side,round_8_win,round_8_rtype,round_8_endcondition,round_8_date,ema_round_8_opperator,ema_round_8_kills,ema_round_8_assists,ema_round_8_survived,ema_round_8_entryfrag,ema_round_8_diffuser,ema_round_8_cluth,mihnea_round_8_opperator,mihnea_round_8_kills,mihnea_round_8_assists,mihnea_round_8_survived,mihnea_round_8_entryfrag,mihnea_round_8_diffuser,mihnea_round_8_cluth,round_9_site,round_9_side,round_9_win,round_9_rtype,round_9_endcondition,round_9_date,ema_round_9_opperator,ema_round_9_kills,ema_round_9_assists,ema_round_9_survived,ema_round_9_entryfrag,ema_round_9_diffuser,ema_round_9_cluth,mihnea_round_9_opperator,mihnea_round_9_kills,mihnea_round_9_assists,mihnea_round_9_survived,mihnea_round_9_entryfrag,mihnea_round_9_diffuser,mihnea_round_9_cluth
,Bank,True,Fuze,Ram,Caveira,Fenrir,,5,4,1,3,attack,True,,,,Jackal,0,,False,,,,Ying,,,,,,,4,attack,True,,,,IQ,0,,False,,,,Osa,,,,,,,1,attack,False,,,,IQ,0,,False,,,,Grim,,,,,,,4,defense,True,,,,Mute,1.0,,False,,,,Mira,,,,,,,1,defense,True,,,,Thorn,0.0,,False,,,,Lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Club House,True,Thatcher,Jackal,Caveira,Clash,,8,5,3,1,defense,True,,,,Mute,0,,True,,,,,,,,,,,2,defense,True,,,,Thorn,2,,True,,,,,,,,,,,4,defense,False,,,,Thorn,3,,False,,,,,,,,,,,1,attack,False,,,,Dokkaebi,1.0,,False,,,,,,,,,,,2,attack,True,,,,Dokkaebi,0.0,,True,,,,,,,,,,,4,attack,False,,,,Fuze,1.0,,False,,,,,,,,,,,1,defense,True,,,,Mute,1.0,,True,,,,,,,,,,,2,attack,True,,,,Dokkaebi,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oregon,False,Thatcher,Jackal,Warden,Caveira,,5,1,4,1,defense,False,,,,Mute,0,,False,,,,,,,,,,,4,defense,False,,,,Mute,0,,False,,,,,,,,,,,4,defense,True,,,,Mute,1,,False,,,,,,,,,,,1,attack,False,,,,Ash,0.0,,False,,,,,,,,,,,2,attack,False,,,,nokk,0.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oregon,True,Thatcher,Dokkaebi,Fenrir,Caveira,,5,4,1,1,defense,True,,,,Thorn,0,,False,,,,,,,,,,,4,defense,True,,,,Thorn,0,,False,,,,,,,,,,,2,defense,False,,,,Thorn,1,,False,,,,,,,,,,,1,attack,True,,,,IQ,0.0,,False,,,,,,,,,,,1,attack,True,,,,IQ,0.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oregon,False,Thatcher,Jackal,Caveira,Fenrir,,9,4,5,4,defense,False,,,,Mute,1,,False,,,,,,,,,,,1,defense,True,,,,Mute,1,,True,,,,,,,,,,,4,defense,True,,,,Mute,0,,False,,,,,,,,,,,1,attack,False,,,,IQ,0.0,,False,,,,,,,,,,,2,attack,False,,,,Finka,0.0,,False,,,,,,,,,,,4,attack,True,,,,Finka,1.0,,False,,,,,,,,,,,1,defense,True,,,,Mute,0.0,,True,,,,,,,,,,,4,attack,False,,,,Finka,0.0,,False,,,,,,,,,,,4,defense,False,,,,Mute,0.0,,False,,,,,,,,,,
,Bank,False,Fuze,nothing,Warden,Clash,,9,4,5,4,defense,False,,,,Mute,0,,False,,,,,,,,,,,1,defense,True,,,,Thorn,1,,False,,,,,,,,,,,2,defense,True,,,,Mute,0,,False,,,,,,,,,,,1,attack,True,,,,IQ,0.0,,False,,,,,,,,,,,4,attack,False,,,,Finka,0.0,,False,,,,,,,,,,,2,attack,False,,,,Finka,0.0,,False,,,,,,,,,,,4,defense,True,,,,Mute,1.0,,True,,,,,,,,,,,4,attack,False,,,,Finka,0.0,,False,,,,,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,,,,,,,
,Consulate,False,Thatcher,Fuze,Caveira,Clash,,5,1,4,1,defense,True,,,,Echo,2,,True,,,,,,,,,,,4,defense,False,,,,Echo,0,,False,,,,,,,,,,,4,defense,False,,,,jager,0,,False,,,,,,,,,,,1,attack,False,,,,Thermite,0.0,,False,,,,,,,,,,,4,attack,False,,,,Finka,2.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oregon,False,Thatcher,Jackal,Caveira,Clash,,6,2,4,1,attack,False,,,,Ying,2,,False,,,,,,,,,,,4,attack,False,,,,Finka,0,,False,,,,,,,,,,,2,attack,True,,,,Finka,0,,False,,,,,,,,,,,4,defense,False,,,,Mute,2.0,,False,,,,,,,,,,,1,defense,True,,,,Thorn,0.0,,False,,,,,,,,,,,4,defense,False,,,,Bandit,0.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border,True,Jackal,Dokkaebi,Warden,Fenrir,,9,5,4,1,defense,True,,,,Thorn,1,,True,,,,,,,,,,,3,defense,True,,,,Thorn,0,,True,,,,,,,,,,,2,defense,True,,,,Bandit,0,,False,,,,,,,,,,,1,attack,False,,,,IQ,0.0,,False,,,,,,,,,,,3,attack,False,,,,Finka,2.0,,False,,,,,,,,,,,2,attack,False,,,,IQ,0.0,,False,,,,,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,,,,,,,,1,attack,True,,,,IQ,0.0,,False,,,,,,,,,,,1,defense,True,,,,Thorn,0.0,,False,,,,,,,,,,
,Consulate,True,Jackal,Thatcher,Warden,mira,,5,4,1,1,attack,False,,,,Finka,0,,False,,,,,,,,,,,4,attack,True,,,,Finka,1,,False,,,,,,,,,,,3,attack,True,,,,Finka,0,,True,,,,,,,,,,,1,defense,True,,,,Thorn,0.0,,False,,,,,,,,,,,4,defense,True,,,,Thorn,2.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chalet,False,Thatcher,Dokkaebi,Warden,Caveira,,5,1,4,1,attack,False,,,,IQ,0,,False,,,,Finka,,,,,,,4,attack,False,,,,IQ,1,,False,,,,Thermite,,,,,,,2,attack,True,,,,IQ,0,,False,,,,Ram,,,,,,,4,defense,False,,,,Mute,0.0,,False,,,,Mira,,,,,,,1,defense,False,,,,Bandit,0.0,,False,,,,Fenrir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border,False,Glaz,Jackal,Caveira,Clash,,6,2,4,1,defense,True,,,,Bandit,0,,False,,,,Kapkan,,,,,,,3,defense,True,,,,Thorn,1,,False,,,,Lesion,,,,,,,2,defense,False,,,,Thorn,1,,False,,,,Lesion,,,,,,,1,attack,False,,,,IQ,0.0,,False,,,,Ying,,,,,,,3,attack,False,,,,IQ,0.0,,False,,,,Ram,,,,,,,2,attack,False,,,,IQ,0.0,,False,,,,Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border,False,Thatcher,nothing,Caveira,Clash,,5,1,4,1,attack,False,,,,IQ,0,,False,,,,,,,,,,,2,attack,True,,,,IQ,0,,True,,,,,,,,,,,2,attack,False,,,,IQ,0,,False,,,,,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,,,,,,,,1,defense,False,,,,Thorn,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kanal,False,Fuze,Blitz,Clash,Fenrir,,6,2,4,1,attack,False,,,,IQ,0,,False,,,,,,,,,,,4,attack,False,,,,IQ,0,,False,,,,,,,,,,,2,attack,True,,,,IQ,0,,False,,,,,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,,,,,,,,1,defense,True,,,,Thorn,0.0,,False,,,,,,,,,,,4,defense,True,,,,Thorn,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border,True,Fuze,Jackal,Warden,Clash,,9,5,4,1,defense,False,,,,Bandit,0,,False,,,,Echo,,,,,,,1,defense,True,,,,Bandit,1,,True,,,,Lesion,,,,,,,2,defense,True,,,,Thorn,2,,True,,,,Smoke,,,,,,,1,attack,False,,,,IQ,0.0,,False,,,,Finka,,,,,,,2,attack,True,,,,IQ,1.0,,False,,,,Buck,,,,,,,2,attack,False,,,,IQ,0.0,,False,,,,Lion,,,,,,,1,attack,True,,,,IQ,3.0,,True,,,,Ying,,,,,,,1,defense,False,,,,Bandit,0.0,,False,,,,Lesion,,,,,,,1,attack,True,,,,Osa,0.0,,True,,,,Ying,,,,,,
,Villa,True,Fuze,Jackal,Warden,Fenrir,,5,4,1,1,attack,True,,,,IQ,0,,False,,,,Finka,,,,,,,1,attack,True,,,,IQ,0,,True,,,,Finka,,,,,,,4,attack,False,,,,IQ,0,,False,,,,Finka,,,,,,,1,defense,True,,,,Thorn,1.0,,True,,,,Echo,,,,,,,2,defense,True,,,,Thorn,0.0,,False,,,,Doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skyscraper,False,Osa,Jackal,Fenrir,nothing,,6,2,4,1,defense,True,,,,Lesion,0,,True,,,,,,,,,,,2,defense,True,,,,Valkyrie,1,,False,,,,,,,,,,,3,defense,False,,,,Lesion,0,,False,,,,,,,,,,,1,attack,False,,,,Thermite,0.0,,False,,,,,,,,,,,2,attack,False,,,,Thermite,0.0,,False,,,,,,,,,,,3,attack,False,,,,Thermite,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skyscraper,False,Fuze,Dokkaebi,Warden,Mira,,6,2,4,1,attack,True,,,,Thermite,0,,True,,,,,,,,,,,2,attack,False,,,,Thermite,0,,False,,,,,,,,,,,1,attack,True,,,,Thermite,0,,True,,,,,,,,,,,1,defense,False,,,,Lesion,0.0,,False,,,,,,,,,,,1,defense,False,,,,Lesion,0.0,,False,,,,,,,,,,,3,defense,False,,,,Lesion,0.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Theme Park,False,Fuze,Jackal,Caveira,Fenrir,,4,0,4,1,attack,False,,,,Thermite,3,,False,,,,,,,,,,,2,attack,False,,,,Thermite,0,,False,,,,,,,,,,,3,attack,False,,,,Thermite,2,,False,,,,,,,,,,,1,defense,False,,,,Lesion,0.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chalet,True,Thatcher,Osa,Warden,Fenrir,,4,4,0,1,defense,True,,,,Lesion,0,,True,,,,,,,,,,,4,defense,True,,,,Mute,1,,False,,,,,,,,,,,2,defense,True,,,,Lesion,2,,False,,,,,,,,,,,1,attack,True,,,,Thermite,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coastline,False,Fuze,Jackal,Warden,Fenrir,,4,0,4,1,attack,False,,,,Dokkaebi,0,,False,,,,,,,,,,,4,attack,False,,,,Dokkaebi,0,,False,,,,,,,,,,,2,attack,False,,,,Dokkaebi,0,,False,,,,,,,,,,,1,defense,False,,,,jager,0.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consulate,False,Jackal,Blitz,Caveira,Clash,,4,0,4,1,attack,False,,,,Dokkaebi,0,,False,,,,,,,,,,,2,attack,False,,,,Dokkaebi,0,,False,,,,,,,,,,,4,attack,False,,,,Dokkaebi,0,,False,,,,,,,,,,,1,defense,False,,,,jager,0.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consulate,True,Thatcher,Amaru,Fenrir,Kapkan,,6,4,2,1,attack,False,,,,Nomad,0,,False,,,,Jackal,,,,,,,4,attack,False,,,,Nomad,1,,False,,,,Ying,,,,,,,2,attack,True,,,,Twitch,0,,True,,,,Ram,,,,,,,1,defense,True,,,,Alibi,2.0,,True,,,,Lesion,,,,,,,4,defense,True,,,,tubarao,1.0,,True,,,,Kaid,,,,,,,2,defense,True,,,,Alibi,1.0,,False,,,,Azami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kafe,False,Osa,Dokkaebi,Fenrir,Clash,,6,2,4,1,defense,True,,,,Alibi,2,,True,,,,Frost,,,,,,,4,defense,False,,,,tubarao,1,,False,,,,Kaid,,,,,,,4,defense,True,,,,Alibi,0,,False,,,,Aruni,,,,,,,1,attack,False,,,,Twitch,0.0,,False,,,,Finka,,,,,,,4,attack,False,,,,Twitch,0.0,,False,,,,Grim,,,,,,,2,attack,False,,,,nokk,0.0,,False,,,,Ying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consulate,True,Blitz,Ash,Clash,Caveira,,4,4,0,1,attack,True,,,,Hibana,0,,False,,,,Jackal,,,,,,,4,attack,True,,,,Hibana,1,,True,,,,Ying,,,,,,,1,attack,True,,,,Hibana,0,,False,,,,Lion,,,,,,,1,defense,True,,,,Kapkan,0.0,,False,,,,Lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bank,False,Fuze,Ram,Caveira,Clash,,5,1,4,1,attack,True,,,,IQ,0,,False,,,,Finka,,,,,,,1,attack,False,,,,IQ,2,,False,,,,Osa,,,,,,,4,attack,False,,,,nokk,1,,False,,,,,,,,,,,4,defense,False,,,,Mute,0.0,,False,,,,,,,,,,,4,defense,False,,,,Mute,2.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bank,False,Montagne,Jackal,Fenrir,Clash,,8,3,5,1,defense,True,,,,Castle,1,,False,,,,Azami,,,,,,,4,defense,False,,,,Mute,0,,False,,,,Mira,,,,,,,4,defense,True,,,,Castle,0,,False,,,,Mira,,,,,,,1,attack,True,,,,Maverick,0.0,,False,,,,Ash,,,,,,,1,attack,False,,,,Maverick,0.0,,False,,,,Ash,,,,,,,1,attack,False,,,,Maverick,1.0,,False,,,,Thermite,,,,,,,4,defense,False,,,,Castle,0.0,,False,,,,Mira,,,,,,,4,attack,False,,,,Maverick,1.0,,True,,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,
,Villa,True,Thatcher,Jackal,Azami,Fenrir,,6,4,2,1,attack,True,,,,Maverick,2,,False,,,,Thermite,,,,,,,1,attack,False,,,,Maverick,0,,False,,,,Thermite,,,,,,,2,attack,False,,,,Maverick,0,,False,,,,Thermite,,,,,,,1,defense,True,,,,Thorn,1.0,,False,,,,Castle,,,,,,,2,defense,True,,,,Thorn,2.0,,False,,,,Castle,,,,,,,4,defense,True,,,,Clash,0.0,,True,,,,Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kafe,True,Fuze,Brava,Caveira,Fenrir,,6,4,2,1,defense,True,,,,Thorn,0,,False,,,,Castle,,,,,,,4,defense,True,,,,Thorn,1,,True,,,,Castle,,,,,,,2,defense,False,,,,Castle,0,,False,,,,Pulse,,,,,,,4,attack,False,,,,Thermite,0.0,,False,,,,Maverick,,,,,,,1,attack,True,,,,Ash,2.0,,False,,,,Finka,,,,,,,1,attack,True,,,,Ash,3.0,,True,,,,Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chalet,True,Dokkaebi,Blitz,Clash,Fenrir,,6,4,2,1,attack,True,,,,Ash,0,,True,,,,Maverick,,,,,,,4,attack,False,,,,Ash,0,,False,,,,Maverick,,,,,,,1,attack,True,,,,Ash,1,,True,,,,Maverick,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,Castle,,,,,,,4,defense,True,,,,Mute,0.0,,True,,,,Mira,,,,,,,1,defense,True,,,,Castle,0.0,,False,,,,Lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bank,True,Fuze,Dokkaebi,Caveira,Smoke,,6,4,2,1,attack,True,,,,IQ,0,,False,,,,Jackal,,,,,,,1,attack,False,,,,nokk,1,,False,,,,Ram,,,,,,,2,attack,True,,,,nokk,0,,True,,,,Ram,,,,,,,4,defense,True,,,,Mute,0.0,,True,,,,Mira,,,,,,,1,defense,False,,,,Thorn,1.0,,False,,,,Echo,,,,,,,1,defense,True,,,,Thorn,1.0,,False,,,,Lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consulate,False,Jackal,Thatcher,Fenrir,Clash,,7,3,4,1,defense,False,,,,Thorn,1,,False,,,,Lesion,,,,,,,4,defense,True,,,,tubarao,0,,True,,,,Kaid,,,,,,,1,defense,False,,,,Thorn,0,,False,,,,Lesion,,,,,,,1,attack,True,,,,nokk,1.0,,True,,,,Ying,,,,,,,4,attack,True,,,,nokk,1.0,,True,,,,Ram,,,,,,,4,attack,False,,,,nokk,1.0,,False,,,,Ying,,,,,,,4,attack,False,,,,nokk,0.0,,False,,,,Ying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Theme Park,True,Blitz,Dokkaebi,Caveira,Clash,,6,4,2,1,attack,True,,,,IQ,1,,False,,,,Hibana,,,,,,,3,attack,False,,,,IQ,0,,False,,,,Hibana,,,,,,,2,attack,False,,,,IQ,0,,False,,,,Hibana,,,,,,,2,defense,True,,,,Thorn,0.0,,False,,,,Lesion,,,,,,,3,defense,True,,,,Thorn,1.0,,True,,,,Lesion,,,,,,,1,defense,True,,,,Castle,0.0,,False,,,,Lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oregon,False,Fuze,Thatcher,Fenrir,Smoke,,6,2,4,1,defense,False,,,,Thorn,1,,False,,,,Mira,,,,,,,1,defense,True,,,,Thorn,1,,True,,,,Bandit,,,,,,,4,defense,True,,,,Bandit,2,,False,,,,Mira,,,,,,,1,attack,False,,,,IQ,0.0,,False,,,,Thermite,,,,,,,4,attack,False,,,,nokk,0.0,,False,,,,Ying,,,,,,,2,attack,False,,,,Ash,0.0,,False,,,,Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consulate,False,Jackal,Dokkaebi,Fenrir,Clash,,9,4,5,1,attack,False,,,,Ying,0,,False,,,,Finka,,,,,,,4,attack,True,,,,nokk,3,,True,,,,Ying,,,,,,,4,attack,False,,,,nokk,0,,False,,,,Ying,,,,,,,1,defense,True,,,,Thorn,2.0,,True,,,,Lesion,,,,,,,4,defense,False,,,,Thorn,0.0,,False,,,,Kaid,,,,,,,4,defense,True,,,,tubarao,0.0,,False,,,,Kaid,,,,,,,1,defense,False,,,,Thorn,1.0,,False,,,,Lesion,,,,,,,4,attack,True,,,,nokk,4.0,,True,,,,Sledge,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,Lesion,,,,,,
,Oregon,False,Thatcher,Dokkaebi,Clash,Kapkan,,5,1,4,1,attack,False,,,,Twitch,0,,False,,,,capitao,,,,,,,4,attack,False,,,,nokk,0,,False,,,,Ying,,,,,,,2,attack,False,,,,nokk,0,,False,,,,Ram,,,,,,,4,defense,True,,,,Mute,0.0,,True,,,,Mira,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,Mira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border,False,Thatcher,Dokkaebi,Fenrir,Clash,,6,2,4,1,attack,False,,,,IQ,0,,False,,,,Ying,,,,,,,2,attack,True,,,,IQ,1,,False,,,,Ram,,,,,,,2,attack,False,,,,IQ,0,,False,,,,Ram,,,,,,,1,defense,True,,,,Bandit,1.0,,True,,,,Kapkan,,,,,,,4,defense,False,,,,Bandit,0.0,,False,,,,Lesion,,,,,,,2,defense,False,,,,Bandit,0.0,,False,,,,Lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kafe,True,Thatcher,Jackal,Caveira,Fenrir,,6,4,2,1,defense,True,,,,jager,0,,False,,,,Lesion,,,,,,,4,defense,True,,,,Thorn,0,,False,,,,Kaid,,,,,,,2,defense,True,,,,Bandit,0,,True,,,,Lesion,,,,,,,1,attack,False,,,,IQ,0.0,,False,,,,Dokkaebi,,,,,,,4,attack,False,,,,IQ,0.0,,False,,,,Ram,,,,,,,1,attack,True,,,,IQ,0.0,,False,,,,Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chalet,False,Thatcher,Brava,Fenrir,Clash,,6,2,4,1,attack,False,,,,IQ,2,,True,,,,Ying,,,,,,,4,attack,False,,,,Dokkaebi,1,,False,,,,Ying,,,,,,,2,attack,True,,,,Dokkaebi,0,,False,,,,Ram,,,,,,,1,defense,False,,,,Bandit,1.0,,False,,,,Castle,,,,,,,4,defense,True,,,,Bandit,0.0,,False,,,,Mira,,,,,,,1,defense,False,,,,Bandit,0.0,,False,,,,Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kafe,True,Dokkaebi,nothing,Fenrir,Caveira,,5,4,1,1,attack,True,,,,IQ,0,,False,,,,Amaru,,,,,,,1,attack,False,,,,Ash,0,,False,,,,Amaru,,,,,,,4,attack,True,,,,nokk,0,,False,,,,Ram,,,,,,,1,defense,True,,,,Thorn,1.0,,True,,,,Lesion,,,,,,,4,defense,True,,,,Thorn,0.0,,False,,,,Kaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coastline,False,Ram,Dokkaebi,Kapkan,Fenrir,,8,3,5,1,defense,True,,,,Thorn,3,,True,,,,Lesion,,,,,,,2,defense,False,,,,Thorn,1,,False,,,,Mute,,,,,,,3,defense,False,,,,Thorn,1,,False,,,,Lesion,,,,,,,1,attack,True,,,,nokk,0.0,,True,,,,Osa,,,,,,,1,attack,False,,,,nokk,0.0,,False,,,,Osa,,,,,,,3,attack,True,,,,nokk,1.0,,True,,,,Ying,,,,,,,1,attack,False,,,,nokk,0.0,,False,,,,Ying,,,,,,,1,defense,False,,,,Thorn,0.0,,False,,,,Smoke,,,,,,,,,,,,,,,,,,,,,,,,,,
